Tarih;Saat;Toplam;Doğal Gaz;Barajlı;Linyit;Akarsu;İthal Kömür;Rüzgar;Güneş;Fuel Oil;Jeotermal;Asfaltit Kömür;Taş Kömür;Biyokütle;Nafta;LNG;Uluslararası;Atık Isı
1.06.2025;00:00;33683,29;3973,2;5546,51;5344,77;3066,13;7449,12;5767,55;0,02;82,61;1282,08;79,48;461,44;939,94;0;0;-388,31;78,75
1.06.2025;01:00;31922,96;3919,76;4440,05;5334,59;2962,07;7223,17;5450,66;0,02;81,95;1295,04;81,69;471,33;933,66;0;0;-349,02;77,99
1.06.2025;02:00;30264,93;3392,73;4162,75;5323,11;2799,71;6676,81;5295,44;0,02;82,65;1302,76;81,69;470,14;941,09;0;0;-342,5;78,53
1.06.2025;03:00;29634,59;2120,49;4727,01;5287,57;2891,98;6571,34;5422,08;0,05;81,7;1305,33;79,48;465,67;934,3;0;0;-325,61;73,2
1.06.2025;04:00;29130,76;1711,66;4193,63;5256,06;2899,93;6965,39;5503,18;2,68;76,91;1309,43;81,69;462,3;943,73;0;0;-348,57;72,74
1.06.2025;05:00;27883,31;1682,94;3307,4;5055,22;2720,07;6997,15;5444,45;84,27;76,33;1312,05;79,48;456,29;940,27;0;0;-347,48;74,87
1.06.2025;06:00;25978,61;1658,85;2914,43;4462,52;2642;5549,17;5384,46;750,31;70;1314,83;81,69;475,38;943,16;0;0;-341,64;73,45
1.06.2025;07:00;23669,84;1509,73;2553,04;4246,77;1907,55;3943,46;5034,06;1931,16;67,69;1297,88;81,69;458,95;920,07;0;0;-355,26;73,05
1.06.2025;08:00;22160,28;1355,22;2624,46;4215,47;977,37;3577,84;4507,19;2100,93;74,16;1279,3;81,69;444,36;910,28;0;0;-65,11;77,12
1.06.2025;09:00;21323,41;1245,94;2545,45;4204,68;868,2;3575,83;4237,74;1824,08;68,41;1250,07;81,69;456,83;928,32;0;0;-45,45;81,62
1.06.2025;10:00;21303,11;1218,41;2352,27;4175,97;845,47;3572,15;4345,09;1805,91;67,65;1232,24;83,9;440,01;924,53;0;0;157,03;82,48
1.06.2025;11:00;21605,32;1239,23;2428,66;4162,77;795,41;3576,22;4342,41;2008,93;69,19;1216,78;86,11;422,88;916,35;0;0;260,51;79,87
1.06.2025;12:00;21634,64;1247,7;2499,68;4197,92;843,22;3576,26;4182,54;2028,11;69,45;1190,86;83,9;320,87;936,75;0;0;378,46;78,92
1.06.2025;13:00;22569,9;1296,03;2744,75;4152,4;999,34;3594,5;4527;2052,67;69,75;1176,48;81,69;313,29;941,28;0;0;539,47;81,25
1.06.2025;14:00;23653,13;1440,17;3057,89;4168,7;1257,09;3590,99;5109,77;1815,83;69,55;1167,6;83,9;325,44;939,45;0;0;546,76;79,99
1.06.2025;15:00;24936,6;1646,89;3414,64;4003,49;1393,31;4015,82;5543,82;1759,02;70,24;1155,45;83,9;326,92;935,58;0;0;510,39;77,13
1.06.2025;16:00;27202,17;1860,56;4346,77;4138,5;1812,09;4105,11;6127,66;1706,9;74,18;1146,44;83,9;319,34;932,2;0;0;469,99;78,53
1.06.2025;17:00;30044,06;2542,45;4996,57;4264,22;2722,52;5405,13;6192,71;945,85;74,2;1144,83;81,69;316,86;945,62;0;0;330,45;80,96
1.06.2025;18:00;32980,84;4028,24;5445,82;4483,32;3072,31;6793,56;5856,76;344,63;77,18;1146,67;83,9;301,11;958,66;0;0;307,96;80,72
1.06.2025;19:00;35152,5;5380,19;7088,02;4600,69;3207,53;7153,11;5367,6;66,86;78,8;1165,88;81,69;308,35;965,35;0;0;-390,79;79,22
1.06.2025;20:00;37064,63;6250,91;8350,63;4671,08;3489,86;7153,63;4863,22;0,84;79,89;1180,22;81,69;310,53;968,13;0;0;-417,21;81,21
1.06.2025;21:00;37171,82;6204,32;8760,54;4731,8;3407,89;7187,4;4475,77;0,02;80,95;1200,88;79,48;447,55;970,74;0;0;-456,62;81,1
1.06.2025;22:00;35660,2;6233,02;7568,1;4762,38;3301,27;7245,63;4067,93;0,02;81,7;1217,88;79,48;449,78;965,84;0;0;-391,46;78,63
1.06.2025;23:00;33953,47;6146,08;6733,92;4704,17;3095,16;7375,23;3420,78;0,01;81,94;1233,56;86,11;449,82;939,8;0;0;-393,05;79,94
2.06.2025;00:00;32285,21;4574,55;6875,01;4780,36;2962;7463,34;3113,84;0,02;82,02;1249,22;99,36;432,2;941,26;0;0;-365,97;78
2.06.2025;01:00;30466,11;4132,02;5711,09;4749,74;2822,73;7451,91;2929,74;0,02;81,41;1265,58;112,6;424,6;934,95;0;0;-227,79;77,51
2.06.2025;02:00;29352,08;4050,53;4615,77;4749,63;2710,27;7616,54;2895,73;0,02;80,15;1279,89;110,4;433,18;941,5;0;0;-205,6;74,07
2.06.2025;03:00;28583,88;3352,98;4246,61;4786,15;2631,53;7906,84;2915,86;0,13;78,37;1291,04;112,6;443,48;943,03;0;0;-199,33;74,59
2.06.2025;04:00;28471,11;2973,55;4360,13;4909,91;2613,19;7900,79;2946,28;2,6;81,06;1296,38;110,4;449,65;947,03;0;0;-193,76;73,9
2.06.2025;05:00;27561,53;2347,22;3875,01;4950,73;2632,56;7953,87;2982,96;70,32;79,29;1309,06;110,4;444,22;945,38;0;0;-212,98;73,49
2.06.2025;06:00;26353,7;2389,84;2952,37;4847,47;2552,89;7503;2823,96;586,48;72,27;1299,23;110,4;447,2;930,86;0;0;-235,18;72,91
2.06.2025;07:00;26692,63;2931,26;2806,89;4924,54;2482,14;7102,91;2501,28;1248,21;80,82;1262,08;110,4;441,24;927,86;0;0;-201,29;74,29
2.06.2025;08:00;29255,24;3424,68;3682,92;5190,99;2646,18;7542,33;2276,54;1743,19;83,93;1228,72;112,6;441,43;948,79;0;0;-142,58;75,52
2.06.2025;09:00;29200,56;3442,99;3203,35;5135,87;2593,59;7508,22;2343,85;2274,09;82,38;1195,28;112,6;439,79;952,13;0;0;-159,3;75,72
2.06.2025;10:00;28825;3609,47;3562,32;5024,17;2531,89;6226,24;2609,82;2642,25;76,62;1166,91;110,4;410,07;925,05;0;0;-140,37;70,16
2.06.2025;11:00;29381,72;2783,58;3286,53;5130,47;2502,34;7330,26;2667,84;2745,92;72,53;1136,03;110,4;418,93;934,16;0;0;189,33;73,4
2.06.2025;12:00;27855,65;2919,78;2698,69;4908,99;2221,08;6733,12;2782,01;2717,03;63,26;1118,46;110,4;424,3;917,2;0;0;171,27;70,06
2.06.2025;13:00;28922,03;3314,54;3078,98;4768,01;2356,36;6306,06;3230,42;2662,28;65,79;1102,57;110,4;419,03;920,91;0;0;515,85;70,83
2.06.2025;14:00;30664,26;3329,68;3506,16;4834,29;2340,53;7289,98;3510,29;2739,72;66,25;1086,88;110,4;434,34;908,08;0;0;438,57;69,09
2.06.2025;15:00;31677,92;4111,2;4458,58;4640,91;2449,64;6592,98;3667,75;2601,67;78,1;1085,52;110,4;443,75;899,09;0;0;470,04;68,29
2.06.2025;16:00;33954,06;4348,14;5620,06;4960,18;2640,75;6951,74;3932,43;2391,04;79,33;1083,94;108,19;455,19;893,81;0;0;418,75;70,51
2.06.2025;17:00;36604,35;6065,38;6346;5037,1;2869,77;7346,62;4141,78;1913,71;81,88;1081,79;110,4;449,02;918,21;0;0;173,67;69,02
2.06.2025;18:00;38225,38;7337,99;7303,77;5053,98;3084,23;7937,73;4196,16;865,9;79,18;1087,98;112,6;446,71;920,3;0;0;-272,79;71,64
2.06.2025;19:00;39554,27;8085,53;8520,43;5030,98;3265,79;8104,85;3993,15;122,06;81,29;1102,25;110,4;456,97;915,05;0;0;-304,82;70,34
2.06.2025;20:00;41105,59;8342,52;9848,07;4993,83;3522,9;7998,86;3924,66;0,86;81,83;1129,64;112,6;451,56;899,84;0;0;-274,94;73,36
2.06.2025;21:00;40732,02;7973,61;10041,71;5009,26;3486,52;7980,22;3732,45;0,02;81,11;1153,98;112,6;456,41;913,65;0;0;-282,16;72,64
2.06.2025;22:00;38983,32;7931,09;8495,31;5020,85;3429;8015,8;3579,74;0,02;81,74;1177,56;112,6;418,32;919,49;0;0;-272,49;74,29
2.06.2025;23:00;36949,62;7433,35;7119,36;5083,01;3291,81;8162,1;3344,76;0,01;81,92;1201,88;112,6;419;913,69;0;0;-282,6;68,73
3.06.2025;00:00;34716,17;6401,55;6095,95;5110,5;3056,94;8159,56;3306,69;0,02;81,03;1215,99;112,6;416,83;899,55;0;0;-221,45;80,41
3.06.2025;01:00;32886,52;6125,75;4768,6;5161,25;2844,37;8160,59;3227,93;0,02;81,57;1242,53;110,4;411,11;890,39;0;0;-214,5;76,51
3.06.2025;02:00;31476,21;5601,6;4295,75;4947,78;2776,4;8157,29;3052,07;0,02;81,44;1259,4;112,6;415,97;899,4;0;0;-206,69;83,18
3.06.2025;03:00;30642,87;5078,13;3974,64;4927,96;2819,24;8132,18;3033,9;0,15;81,23;1274,7;112,6;409,15;899,72;0;0;-196,41;95,68
3.06.2025;04:00;30393,77;4820,82;3606,39;5140;2804,48;8119,41;3193,74;1,98;81,13;1291,47;112,6;418,73;909,41;0;0;-193,39;87
3.06.2025;05:00;29408,62;4424,38;2889,05;5270,13;2755,86;8152,71;3133,43;73,41;77,65;1305,8;110,4;409,37;923,79;0;0;-207,51;90,15
3.06.2025;06:00;28291,72;3732,09;2246,38;5086,77;2620,58;7918,59;3213,62;807,45;72,37;1298,91;110,4;416,64;921,89;0;0;-244,67;90,7
3.06.2025;07:00;27618,86;3098,09;2490,94;4818,75;2674,57;7091,15;3070,35;1669,84;71,31;1285,26;112,6;414,19;915,46;0;0;-182,24;88,59
3.06.2025;08:00;29774,12;3141,55;3160,79;4851,4;3092,49;7904,13;2716,36;2288,84;75,07;1251,7;112,6;381,43;929,83;0;0;-214,76;82,69
3.06.2025;09:00;29261,32;2990,25;3080,01;4826,57;2947,57;7569,22;2541,97;2727,73;69,38;1214,53;110,4;384,76;919,1;0;0;-197,01;76,84
3.06.2025;10:00;29167,89;2722,25;3755,72;4705,22;2936,07;6835,6;2649,83;2766,15;70,02;1180,61;112,6;377,95;937,47;0;0;39,45;78,95
3.06.2025;11:00;29237,91;2558,49;3747,77;4508,83;2914,12;6854,41;2736,86;2714,78;77,4;1146,74;112,6;380,11;931,1;0;0;478,99;75,71
3.06.2025;12:00;28067,54;2468,7;2362,91;4437,73;2769,89;7287,04;2859,13;2717,44;78,37;1109,29;112,6;384,66;925,46;0;0;482,39;71,93
3.06.2025;13:00;28922,67;2689,59;2785,06;4477,48;2922,99;7032,01;2973,94;2808,05;63,96;1087,57;110,4;375,21;933,85;0;0;591,98;70,58
3.06.2025;14:00;30610,68;2653,42;3607,45;4441,57;2958,64;7931,63;3224,64;2621,84;62,55;1068,82;112,6;382,72;928,02;0;0;548,87;67,91
3.06.2025;15:00;31632,34;2772,41;4579,43;4372,64;2776,05;8229,33;3491,91;2319,69;62,81;1054,62;110,4;389,14;936,59;0;0;466,81;70,51
3.06.2025;16:00;33788,03;3390,34;5424,02;4522,42;3253,45;8330,74;3779,61;2073,65;68,47;1056,13;110,4;393,73;935,29;0;0;374,85;74,93
3.06.2025;17:00;36183,71;5286,88;6044,74;4731,51;3330,87;8486,62;3927,06;1465;70,2;1060,98;112,6;404,78;943,91;0;0;241,8;76,76
3.06.2025;18:00;38028,49;7105,6;6891,51;4797,21;3669,77;8532,94;4036,21;544,92;76,9;1071,51;110,4;405,28;944,89;0;0;-256,83;98,18
3.06.2025;19:00;39510,49;7942,84;7983,9;4754,14;3811,7;8754,94;3751,24;107,73;74,93;1089,29;112,6;415,93;936,92;0;0;-325,79;100,12
3.06.2025;20:00;41287,34;8355,71;9437,55;4714,65;4015,34;8750,48;3543,57;3,24;75,21;1121,28;112,6;419,57;943,26;0;0;-303,23;98,11
3.06.2025;21:00;40919,02;8041,89;9640,33;4685,84;3953,52;8761,55;3355,32;0,02;76,71;1145,11;112,6;419,33;940,07;0;0;-311,03;97,76
3.06.2025;22:00;39184,05;7608,68;8459,12;4873,78;3666,03;8751,35;3290,36;0,01;78,56;1168,89;112,6;409,4;934,26;0;0;-266,99;98
3.06.2025;23:00;36297,18;6062,71;7501,83;4858,55;3521,72;8750,81;3020,99;0,01;77,61;1197,09;112,6;408,65;929,61;0;0;-241,37;96,37
4.06.2025;00:00;34760,87;5405,39;6633,19;5018,14;3504,88;8742,09;2798,53;0,02;76,67;1213,55;110,4;417,14;941,48;0;0;-199,71;99,1
4.06.2025;01:00;32912,8;4857,97;5200,93;5056,3;3400,39;8742,5;2572,13;0,02;75,47;1230,36;110,4;417,36;951,61;0;0;195,57;101,79
4.06.2025;02:00;31468,51;4457,93;4205,87;5101,82;3296,89;8737,65;2518,83;0,02;76,23;1245,69;112,6;418,17;950,87;0;0;246,53;99,41
4.06.2025;03:00;30588,93;3908,4;3991,22;5093,87;3277,86;8672,86;2480,2;0,15;76,4;1264,13;112,6;412,92;949,61;0;0;249,24;99,47
4.06.2025;04:00;30256,69;3693,74;3843,4;5064,93;3221,24;8714,87;2527,01;2,27;76,75;1273,51;110,4;419,1;941,33;0;0;266,3;101,84
4.06.2025;05:00;29007,55;3224,28;2936,9;5060,98;3158,39;8764,27;2616,26;84,69;74,71;1274,54;110,4;413,62;951,35;0;0;235,05;102,11
4.06.2025;06:00;27114,25;3141,62;2213,11;4818,35;2972,93;7604,17;2620,01;760,09;73,74;1277,14;110,4;418,08;957,48;0;0;45,19;101,94
4.06.2025;07:00;26983,8;3184,12;2429,93;4534,47;2811,37;6770,56;2353,04;1928,04;67,27;1253,98;110,4;425,48;961,02;0;0;60,77;93,35
4.06.2025;08:00;28125,7;2950,27;3114,47;4476,64;3129,56;6607,57;2191,08;2645,49;71,53;1195,52;112,6;420,58;955,36;0;0;171,58;83,45
4.06.2025;09:00;28167,43;3044,86;3271,54;4471,15;3081,66;6262,99;2098,42;2939,98;72,45;1151,48;110,4;427,17;955,26;0;0;202,76;77,31
4.06.2025;10:00;27488,29;2845,72;3241,61;4377,12;2914,32;5730,83;2310,13;3084,18;71,73;1118,44;112,6;413,74;963,84;0;0;236,64;67,39
4.06.2025;11:00;27305,7;2851,41;2799,02;4169,54;2897,11;5524,78;2474,43;3115,88;72,3;1096,94;110,4;414,65;957,87;0;0;743,85;77,52
4.06.2025;12:00;26083,99;2916,06;2166,85;4199,8;2612,12;5246,87;2697,27;3096,53;72,21;1055,07;112,6;411,94;941,84;0;0;476,12;78,71
4.06.2025;13:00;27378,66;2871,98;2424,28;4161,1;2773,71;5666,29;3060,9;3046,94;72,71;1020,86;110,4;415,22;953,89;0;0;722,16;78,22
4.06.2025;14:00;28767,69;2646,52;3012,24;4168,72;2970,18;6238,77;3404,19;2894,25;73,47;1017,76;112,6;421,19;950,76;0;0;778,48;78,56
4.06.2025;15:00;29572,92;2710,17;3787,6;4134,94;2892,06;6226,6;3726,19;2810,74;73,33;1009,43;110,4;425,66;949,89;0;0;640,36;75,55
4.06.2025;16:00;31625,76;2778,91;5092,66;4236,03;3045,23;6786,48;4015,83;2594,1;73,26;998,82;110,4;424,22;957,96;0;0;422,44;89,42
4.06.2025;17:00;34199,74;3499,33;6315,26;4511,89;3223,66;7411,75;4384,43;2042,92;76,8;1010,35;110,4;415,11;970,57;0;0;123,6;103,67
4.06.2025;18:00;36352,74;4801,46;6688,26;4450,56;3212,14;8917,03;4542,89;931,37;78,91;1023,1;110,4;417,25;970,62;0;0;106,94;101,81
4.06.2025;19:00;38278,98;5686;7419,32;4594,85;3514,42;9355,53;4650,64;137,47;79,49;1049,89;110,4;417,59;977,39;0;0;185;100,99
4.06.2025;20:00;39928,25;6142,53;8391,65;4571,21;3646,84;9386,45;4821,09;1,19;80,71;1089,02;112,6;428,22;992,05;0;0;168,17;96,52
4.06.2025;21:00;39959,95;5745,35;8563,38;4584,25;3591,21;9410,97;5081,27;0,02;82,34;1116,12;110,4;415,06;1004,93;0;0;159,24;95,41
4.06.2025;22:00;38164,77;4632,37;8719,17;4642,22;3355,18;8941,14;4802,65;0,02;81,96;1142,59;112,6;413,58;1007,55;0;0;213,84;99,9
4.06.2025;23:00;35373;3879,97;7822,14;4598,99;3176,77;8406,5;4428,02;0,01;74,23;1165,66;112,6;418,53;971,95;0;0;220,7;96,93
5.06.2025;00:00;33089,76;3030,44;6592,28;4472,92;3318,7;8667,3;4121,65;0,01;81,53;1183,53;99,36;416,27;969,75;0;0;38,24;97,78
5.06.2025;01:00;30835,99;2176,61;5318,52;4194,73;3313,7;9065,16;3856,93;0,01;73,4;1198,73;86,11;420,48;971,39;0;0;61,65;98,57
5.06.2025;02:00;29151,13;2165,88;4583,4;3833,89;3135,25;9022,62;3477,16;0,02;68,57;1223,3;81,69;418,27;954,16;0;0;90,82;96,1
5.06.2025;03:00;28164,69;1900,58;4112,11;3718,67;3184,84;8942,66;3336,81;0,11;68,45;1235,33;83,9;420,7;975,65;0;0;88,33;96,55
5.06.2025;04:00;27500,34;1894,65;3588,76;3695,75;3231,06;8667,92;3427,6;2,51;68,03;1243,45;81,69;410,07;984,88;0;0;112,15;91,82
5.06.2025;05:00;25870,32;1718,38;2726,78;3438,9;3146,38;8300,86;3436,67;86,57;70,22;1249,05;81,69;424,89;990,18;0;0;103,55;96,2
5.06.2025;06:00;23352,4;1967,35;2622,9;3001,09;2867,05;5881,2;3358,11;788,07;67,7;1251,04;81,69;418,97;981,28;0;0;-31,62;97,57
5.06.2025;07:00;20921,33;1496,22;2718,68;2699,86;1885,51;4620,52;3026,42;1696,77;68,49;1221,36;81,69;371,32;978,77;0;0;-44,08;99,8
5.06.2025;08:00;19217,66;1471,07;2440,35;2749,6;1607,04;4113;2339,57;1853,04;72,97;1178,23;81,69;255,75;971,48;0;0;-16,04;99,91
5.06.2025;09:00;18189,55;1407,89;2281,72;2780,44;1286,36;4065,73;1833,69;2037,21;72,39;1137,74;79,48;268,97;973,27;0;0;-138,53;103,19
5.06.2025;10:00;17662,61;1476,2;2352,69;2815,34;1271,61;4094,52;1380,98;1824,45;74,25;1091,65;83,9;260,93;968,03;0;0;-119,1;87,16
5.06.2025;11:00;16939,35;1243,62;2295,89;2813,12;1269,07;4075,28;1377,24;1505,21;74;1054,82;79,48;251,41;964,52;0;0;-158,91;94,6
5.06.2025;12:00;16244,94;1118,72;2196,82;2889,92;1217,2;4043,45;1203,01;1231,87;74,2;1021,12;81,69;264,76;968,41;0;0;-154,49;88,26
5.06.2025;13:00;16226,7;1158,62;2351,63;2938,79;1200,91;4046,63;1001,35;1174,5;74,36;999,94;79,48;268,38;954,17;0;0;-116,19;94,13
5.06.2025;14:00;17232,01;1424,98;2718,01;2775,94;1167,04;4076,17;1448,39;1298,99;74,95;964,47;81,69;269,35;960,22;0;0;-120,63;92,44
5.06.2025;15:00;18757,06;1508,64;2685,7;2750,94;1216,01;4050,41;2582,47;1682,75;89,38;958,41;79,48;272,61;954,22;0;0;-169,19;95,23
5.06.2025;16:00;21639,59;1569,67;3212,54;2781,96;1504,42;4088,73;4152,28;2081,41;84,53;974,64;79,48;270,47;939,33;0;0;-197,75;97,88
5.06.2025;17:00;25610,3;1673,33;5106,74;2786,73;2370,71;4608,19;4723,89;2060,66;92,93;981,44;81,69;273,15;909,86;0;0;-155,83;96,81
5.06.2025;18:00;29918,58;1880,02;6995,79;2963,03;3125,02;6665,98;4893,05;927,32;88,95;999,76;81,69;270,98;955,38;0;0;-27,66;99,27
5.06.2025;19:00;32622,25;2028;7879,22;3088,19;3525,41;8461,17;4875,84;138,21;95,31;1031,85;81,69;297,86;966,66;0;0;53,22;99,62
5.06.2025;20:00;34308,18;1954,93;9387,06;3065,16;3672,18;8511,4;5090,79;2,22;91,57;1062,68;81,69;308,4;965,73;0;0;13,41;100,96
5.06.2025;21:00;34131,64;1893,88;9414,19;3079,36;3638,17;8487,93;4996,51;0,01;93,18;1090,03;81,69;301,29;936,12;0;0;20,24;99,04
5.06.2025;22:00;32738,63;1795;8692,06;3119,55;3525,94;8384,57;4639,84;0,01;80,93;1112,63;79,48;264,69;912,97;0;0;31,92;99,04
5.06.2025;23:00;30701,34;1669,68;7686,68;3151,51;3036,92;8317,32;4234,58;0;80,67;1134,67;81,69;264,45;920,54;0;0;25,28;97,35
6.06.2025;00:00;28165,76;1055,11;6427,44;3112,04;3137,46;7752,67;4017,42;0,01;81,38;1153,54;81,69;268,94;928,38;0;0;48,55;101,13
6.06.2025;01:00;25874,06;929,74;5350,65;3092,71;2949,97;7033,32;3808,14;0,01;80,39;1170,75;79,48;276,24;933,23;0;0;71,54;97,89
6.06.2025;02:00;24160,12;859,28;4134,32;3042,56;2879,78;7012,01;3502,41;0,01;80,16;1177,17;81,69;267,39;935,36;0;0;90,54;97,44
6.06.2025;03:00;23306,71;640,74;4292,35;2933,55;2845,88;6550,56;3281,17;0,14;80,2;1195,83;81,69;277,06;939,98;0;0;86,11;101,45
6.06.2025;04:00;22956,86;600,83;4075,57;2924,06;2980,21;6760,74;3122,89;2,51;80,56;1204,15;81,69;282,37;928,48;0;0;-184,06;96,86
6.06.2025;05:00;22177,27;598,32;3857,72;2704,99;2925,99;6467,82;3075,17;86,73;76,86;1213,72;79,48;277,34;938,43;0;0;-222,06;96,76
6.06.2025;06:00;20245,2;595,87;3508,52;2447,6;2787,22;4994,6;3047,03;790,77;79,49;1211,19;81,69;273,5;926,58;0;0;-592,91;94,05
6.06.2025;07:00;17747,59;614,73;2476,25;2434,55;1426,96;4287,51;2800,23;1677,72;80,07;1192,96;81,69;272,78;908,43;0;0;-599,81;93,52
6.06.2025;08:00;14653,37;599,28;2123,99;2369,96;996,83;3792,1;1508,52;1222,39;84,03;1147,55;81,69;270,59;919,82;0;0;-559,42;96,04
6.06.2025;09:00;12160,31;596,8;1785,88;2309,06;749,75;3759,57;723,99;569,12;80,55;1102,66;81,69;275,1;917,26;0;0;-889,29;98,17
6.06.2025;10:00;11175,31;600,59;1076,33;2299,97;643,36;3737,75;498,7;438,13;80,52;1033,29;81,69;267,07;825,08;0;0;-503,57;96,4
6.06.2025;11:00;11221,82;604,06;1591,41;2306,35;555,39;3772,29;323,46;377,18;80,07;947,29;81,69;271,65;645,39;0;0;-432,74;98,33
6.06.2025;12:00;11808,53;601,03;2313,61;2305,55;555,67;3758,85;340,05;376,17;79,45;929,67;81,69;272,35;528,8;0;0;-433,92;99,56
6.06.2025;13:00;12256,89;600,9;2716,11;2350,8;544,92;3798,71;402,09;388,07;81,28;907,71;81,69;269,36;495,19;0;0;-478,61;98,67
6.06.2025;14:00;12747,77;597,64;2907,39;2327,03;565,67;3924,11;508,68;378,36;80,47;891,38;81,69;267,45;538,94;0;0;-422,11;101,07
6.06.2025;15:00;14413,56;632,89;3545,84;2301,16;790,68;4048,28;1022,22;459,1;80,26;890,35;81,69;279,09;668;0;0;-484,62;98,62
6.06.2025;16:00;17218,63;633,3;3392,02;2277,62;1031,61;4043,07;2925,15;977,87;81,56;924,67;79,48;275,67;757,79;0;0;-281,77;100,59
6.06.2025;17:00;21518,02;671,33;4388,85;2309,28;1644,82;4108,63;4519;1762,22;82,39;946,11;81,69;268,87;815,39;0;0;-180,98;100,42
6.06.2025;18:00;25659,26;1021,61;5487,19;2500,79;2849,93;5479,05;5246,16;893,02;81,31;986,9;81,69;270,72;861,32;0;0;-201,59;101,16
6.06.2025;19:00;28257,83;1029,4;5728,02;2635,1;3188,73;7748,97;5552,11;128,86;79,34;1021,81;81,69;273,02;886,03;0;0;-193,77;98,52
6.06.2025;20:00;30413,73;1204,11;6860,82;2645,43;3351,24;8392,59;5652,23;2,19;79,82;1055,41;81,69;273,44;931,49;0;0;-213,27;96,54
6.06.2025;21:00;30671,13;958,34;7364,52;2639,31;3290,09;8188,95;5594,58;0,02;85,36;1090,64;81,69;275,88;943,65;0;0;65,51;92,59
6.06.2025;22:00;29624,68;897,73;7219,61;2617,02;3123,99;7484,34;5603,98;0,01;79,55;1114,45;81,69;272,81;947,76;0;0;88,45;93,29
6.06.2025;23:00;28542,54;950,74;7340,24;2579,94;2782,08;6827,63;5410,69;0;79,5;1138,05;79,48;263,65;934,72;0;0;60,84;94,98
7.06.2025;00:00;27361,2;857,89;6057,88;2556,86;2916,81;7205,53;5035,82;0,01;79,83;1155,69;79,48;275,98;939,57;0;0;99,22;100,63
7.06.2025;01:00;25516,31;950,25;5405,64;2557,81;2718,13;6487,58;4633,26;0,01;80,04;1171,49;81,69;274,12;942,24;0;0;111,92;102,13
7.06.2025;02:00;24262,58;891,33;4575,03;2461,7;2664,01;6594,11;4320,39;0,01;79,44;1192,28;81,69;277,31;939,45;0;0;85,58;100,25
7.06.2025;03:00;23637,29;684,18;4491,12;2373,45;2565,43;6524,69;4192,5;0,14;80,16;1204,98;81,69;279,4;938,16;0;0;121,08;100,31
7.06.2025;04:00;23104,26;603,1;4285,72;2396,09;2525,44;6325,18;4153,31;2,54;79,75;1213,02;81,69;272,05;933,33;0;0;136,22;96,82
7.06.2025;05:00;21546,81;607,96;3451,6;2282,36;2454,5;5727,34;4152,87;67,18;76,46;1228,47;79,48;275,64;941,02;0;0;102,55;99,38
7.06.2025;06:00;19822,11;605,42;3076,15;2205,02;2099,51;4410,14;4226,84;765,09;77,25;1226,71;81,69;268,7;912,44;0;0;-232,66;99,81
7.06.2025;07:00;17484,76;587,19;2607,3;2181,19;1062,11;3997,29;3290,92;1330,74;78,06;1199,31;81,69;270,65;922,88;0;0;-221,3;96,73
7.06.2025;08:00;15351,89;586,47;2805,31;2038,7;728,77;3816,45;1530,77;1427,4;80,35;1157,31;81,69;268;917,18;0;0;-184,21;97,7
7.06.2025;09:00;13882,46;595;2735,88;1933,73;642,99;3718,86;761,11;1242,02;80,96;1114,36;79,48;270,38;783,42;0;0;-171,77;96,04
7.06.2025;10:00;13407,69;585,47;2905,14;1923,37;658,76;3718,54;520,84;1021,6;80,42;1083,73;81,69;260,79;624,44;0;0;-150,99;93,89
7.06.2025;11:00;13242,18;583,34;3028,14;1933,9;489,56;3705,27;409,42;1027,84;81,12;1048,45;79,48;265,8;583,75;0;0;-91,66;97,77
7.06.2025;12:00;13219,77;587,43;2936,65;1928,09;566,39;3729,54;460,48;857,85;81,42;1013,69;81,69;255,46;715,79;0;0;-93,08;98,37
7.06.2025;13:00;13712,48;588,56;2972,34;1945,08;506,48;3739,31;527,29;1291,46;81,25;993,68;79,48;261,62;696,62;0;0;-63,72;93,03
7.06.2025;14:00;14616,39;590,07;2844,62;1949,68;707,38;3723,76;1318,97;1195,4;81,93;980,19;81,69;266,46;829,16;0;0;-46,89;93,97
7.06.2025;15:00;16423,23;609,61;3176,27;1956,17;822,88;3713,16;2336,23;1461,49;81,35;969,03;81,69;277,92;900,56;0;0;-60,77;97,64
7.06.2025;16:00;19500,91;619,1;3659,31;1998,98;1121;3936,01;3845,95;1832,14;80,02;964,41;81,69;280,11;916,79;0;0;65,69;99,71
7.06.2025;17:00;23590,43;765,77;4552,58;2076,33;1788,19;4655,83;5186,17;2003,28;78,45;969,72;79,48;272,87;938,69;0;0;127,73;95,34
7.06.2025;18:00;27398,41;884,9;5079,89;2250,25;2723,21;7300,19;5667,17;1001,99;83,15;999,09;79,48;275,76;966,36;0;0;-13,11;100,08
7.06.2025;19:00;29770,04;952,2;6294,05;2318,87;3098,48;8654,66;5704,9;133,99;90,76;1028,43;83,9;277,89;966,06;0;0;66,58;99,27
7.06.2025;20:00;31819,36;1008,29;8012,58;2337,12;3253,53;8876,48;5654,8;2,83;92,29;1094,23;79,48;262,97;945,99;0;0;98,56;100,21
7.06.2025;21:00;31868,75;950,68;8154,28;2366,56;3241,18;8838,7;5642,51;0,01;92,15;1131,95;79,48;256,99;961,55;0;0;54,86;97,85
7.06.2025;22:00;30682,64;914,89;7585,9;2251,23;3088,5;8781,18;5346,17;2,01;92,93;1156,76;81,69;276,41;939,5;0;0;73,82;91,65
